,H,L
78,2.275043145298924,4.664231614079675
79,2.2747537767480055,4.665002181072875
80,2.2744651010085577,4.665771538471231
81,2.2741771153763572,4.6665396906102625
82,2.273889817162635,4.667306641801994
83,2.273603203693961,4.66807239633512
84,2.273317272312126,4.668836958475176
85,2.2730320203740306,4.669600332464707
86,2.272747445251568,4.670362522523432
87,2.2724635443315133,4.67112353284841
88,2.2721803150154134,4.6718833676142
89,2.271897754719474,4.672642030973025
90,2.2716158608744523,4.67339952705493
91,2.2713346309255478,4.674155859967946
92,2.271054062332295,4.674911033798237
93,2.270774152568457,4.675665052610266
94,2.2704948991219203,4.676417920446943
95,2.270216299494592,4.677169641329781
96,2.2699383512022924,4.677920219259047
97,2.269661051774657,4.678669658213909
98,2.2693843987550326,4.679417962152591
99,2.2691083897003765,4.680165135012516
100,2.2688330221811577,4.680911180710455
101,2.2685582937812576,4.681656103142668
102,2.2682842020978726,4.682399906185053
103,2.268010744741417,4.683142593693286
104,2.267737919335426,4.683884169502959
105,2.267465723516462,4.684624637429728
106,2.267194154934019,4.685364001269444
107,2.2669232112504294,4.6861022647982935
108,2.2666528901407714,4.6868394317729365
109,2.2663831892927773,4.687575505930639
110,2.266114106406742,4.6883104909894096
111,2.265845639195433,4.689044390648128
112,2.2655777853840013,4.6897772085866825
113,2.2653105427098916,4.690508948466096
114,2.2650439089227565,4.691239613928659
115,2.264777881784368,4.691969208598055
116,2.2645124590685306,4.692697736079487
117,2.2642476385609975,4.693425199959809
118,2.263983418059385,4.6941516038076445
119,2.263719795373088,4.694876951173516
120,2.2634567683231976,4.695601245589963
121,2.2631943347424177,4.696324490571669
122,2.262932492474984,4.697046689615578
123,2.2626712393765827,4.697767846201017
124,2.2624105733142694,4.698487963789812
125,2.2621504921663904,4.69920704582641
126,2.2618909938225027,4.699925095737992
127,2.261632076183296,4.700642116934593
128,2.2613737371605165,4.701358112809211
129,2.2611159746768874,4.702073086737925
130,2.2608587866660343,4.702787042080008
131,2.2606021710724096,4.703499982178037
132,2.2603461258512163,4.704211910358008
133,2.260090648968335,4.704922829929439
134,2.2598357384002496,4.705632744185486
135,2.259581392133974,4.706341656403049
136,2.25932760816698,4.70704956984288
137,2.2590743845071257,4.707756487749687
138,2.2588217191725835,4.708462413352241
139,2.25856961019177,4.709167349863485
140,2.2583180556032767,4.709871300480629
141,2.258067053455799,4.710574268385264
142,2.2578166018080683,4.711276256743452
143,2.2575666987287843,4.71197726870584
144,2.2573173422965462,4.71267730740775
145,2.2570685305997866,4.713376375969286
146,2.256820261736704,4.714074477495428
147,2.256572533815198,4.714771615076134
148,2.2563253449528027,4.715467791786434
149,2.2560786932766224,4.716163010686529
150,2.2558325769232677,4.716857274821884
151,2.255586994038791,4.717550587223328
152,2.255341942778623,4.718242950907141
153,2.255097421307512,4.7189343688751535
154,2.2548534277994587,4.719624844114837
155,2.2546099604376564,4.7203143795993965
156,2.2543670174144297,4.72100297828786
157,2.2541245969311734,4.721690643125171
158,2.253882697198293,4.722377377042276
159,2.2536413164351434,4.723063182956218
160,2.253400452869972,4.723748063770218
161,2.2531601047398575,4.724432022373769
162,2.252920270290655,4.725115061642719
163,2.252680947776934,4.725797184439361
164,2.2524421354619255,4.7264783936125125
165,2.2522038316174617,4.727158691997607
166,2.2519660345239214,4.727838082416774
167,2.251728742470174,4.728516567678923
168,2.2514919537535247,4.729194150579829
169,2.251255666679657,4.729870833902212
170,2.251019879562581,4.7305466204158195
171,2.250784590724578,4.731221512877507
172,2.2505497984961473,4.73189551403132
173,2.2503155012159524,4.732568626608572
174,2.250081697230769,4.733240853327922
175,2.249848384895431,4.733912196895458
176,2.2496155625727816,4.734582660004771
177,2.249383228633618,4.7352522453370325
178,2.249151381456644,4.735920955561071
179,2.248920019428416,4.736588793333452
180,2.248689140943295,4.737255761298545
181,2.2484587444033957,4.73792186208861
182,2.2482288282185374,4.738587098323861
183,2.247999390806194,4.739251472612545
184,2.247770430591447,4.739914987551015
185,2.247541946006935,4.740577645723802
186,2.247313935492808,4.741239449703686
187,2.2470863974966773,4.741900402051771
188,2.246859330473571,4.742560505317551
189,2.246632732885885,4.743219762038983
190,2.2464066032033374,4.74387817474256
191,2.246180939902923,4.744535745943373
192,2.2459557414688662,4.745192478145186
193,2.2457310063925773,4.745848373840503
194,2.2455067331726055,4.746503435510634
195,2.2452829203145956,4.747157665625764
196,2.2450595663312436,4.747811066645018
197,2.244836669742252,4.748463641016531
198,2.244614229074287,4.749115391177508
199,2.2443922428609344,4.749766319554294
200,2.244170709642657,4.750416428562438
201,2.2439496279667526,4.751065720606757
202,2.2437289963873104,4.751714198081396
203,2.2435088134651697,4.7523618633699
204,2.2432890777678787,4.753008718845266
205,2.243069787869652,4.753654766870016
206,2.2428509423513305,4.7543000097962524
207,2.242632539800341,4.754944449965719
208,2.242414578810654,4.755588089709867
209,2.2421970579827466,4.756230931349911
210,2.241979975923559,4.756872977196893
211,2.241763331246458,4.757514229551737
212,2.2415471225711965,4.7581546907053145
213,2.2413313485238753,4.758794362938497
214,2.2411160077369034,4.75943324852222
215,2.240901098848961,4.760071349717537
216,2.2406866205049605,4.7607086687756786
217,2.240472571356009,4.761345207938111
218,2.240258950059372,4.761980969436589
219,2.2400457552784334,4.762615955493216
220,2.239832985682662,4.763250168320499
221,2.2396206399475727,4.763883610121401
222,2.239408716754691,4.764516283089401
223,2.239197214791517,4.765148189408545
224,2.238986132751488,4.765779331253501
225,2.2387754693339468,4.766409710789617
226,2.2385652232441013,4.767039330172966
227,2.238355393192994,4.767668191550406
228,2.2381459778974646,4.768296297059633
229,2.2379369760801167,4.768923648829229
230,2.237728386469283,4.769550248978715
231,2.2375202077989913,4.770176099618606
232,2.2373124388089316,4.77080120285046
233,2.2371050782444217,4.771425560766926
234,2.236898124856374,4.7720491754518015
235,2.2366915774012637,4.772672048980076
236,2.2364854346410943,4.773294183417984
237,2.236279695343366,4.773915580823053
238,2.2360743582810443,4.774536243244156
239,2.235869422232526,4.775156172721554
240,2.2356648859816084,4.775775371286952
241,2.235460748317459,4.776393840963539
242,2.2352570080345817,4.777011583766044
243,2.235053663932788,4.777628601700776
244,2.2348507148171644,4.778244896765677
245,2.2346481594980423,4.778860470950364
246,2.234445996790968,4.779475326236178
247,2.234244225516672,4.780089464596231
248,2.234042844501039,4.7807028879954485
249,2.2338418525750785,4.781315598390618
250,2.233641248574895,4.781927597730432
251,2.2334410313416577,4.782538887955535
252,2.233241199721574,4.7831494709985645
253,2.2330417525658572,4.7837593487842
254,2.2328426887307007,4.784368523229202
255,2.232644007077247,4.78497699624246
256,2.232445706471561,4.785584769725033
257,2.2322477857846015,4.786191845570193
258,2.232050243892193,4.786798225663467
259,2.2318530796749987,4.787403911882681
260,2.2316562920184912,4.788008906098002
261,2.2314598798129275,4.788613210171977
262,2.23126384195332,4.78921682595958
263,2.231068177339411,4.789819755308248
264,2.230872884875645,4.790422000057924
265,2.230677963471142,4.791023562041096
266,2.2304834120396713,4.791624443082844
267,2.2302892294996264,4.79222464500087
268,2.230095414773997,4.792824169605544
269,2.2299019667903446,4.793423018699945
270,2.2297088844807766,4.794021194079897
271,2.229516166781921,4.794618697534007
272,2.2293238126348998,4.795215530843709
273,2.2291318209853057,4.795811695783297
274,2.2289401907831756,4.796407194119967
275,2.228748920982967,4.797002027613851
276,2.228558010543533,4.797596198018061
277,2.228367458428098,4.798189707078721
278,2.2281772636042323,4.798782556535006
279,2.227987425043829,4.79937474811918
280,2.2277979417230815,4.799966283556632
281,2.2276088126224565,4.800557164565911
282,2.2274200367266728,4.801147392858765
283,2.2272316130246774,4.801736970140177
284,2.2270435405096216,4.802325898108396
285,2.2268558181788385,4.80291417845498
286,2.22666844503382,4.803501812864825
287,2.2264814200801935,4.804088803016203
288,2.226294742327699,4.804675150580797
289,2.226108410790169,4.805260857223735
290,2.225922424485502,4.8058459246036245
291,2.2257367824356447,4.806430354372585
292,2.225551483666566,4.807014148176286
293,2.225366527208239,4.807597307653976
294,2.2251819120946155,4.808179834438521
295,2.224997637363607,4.808761730156433
296,2.224813702057062,4.809342996427905
297,2.224630105220746,4.809923634866844
298,2.2244468459043176,4.810503647080906
299,2.2242639231613115,4.811083034671523
300,2.2240813360491143,4.811661799233941
301,2.223899083628945,4.812239942357246
302,2.223717164965834,4.812817465624403
303,2.223535579128604,4.81339437061228
304,2.223354325189847,4.813970658891686
305,2.2231734022259073,4.8145463320273985
306,2.2229928093168585,4.815121391578193
307,2.2228125455464856,4.81569583909688
308,2.2226326100022646,4.816269676130327
309,2.2224530017753428,4.816842904219498
310,2.222273719960519,4.817415524899476
311,2.2220947636562243,4.817987539699499
312,2.221916131964503,4.818558950142984
313,2.2217378239909937,4.819129757747562
314,2.221559838844909,4.819699964025103
315,2.2213821756390186,4.82026957048175
316,2.2212048334896286,4.820838578617944
317,2.221027811516564,4.8214069899284535
318,2.2208511088431497,4.821974805902405
319,2.2206747245961926,4.822542028023311
320,2.2204986579059627,4.823108657769096
321,2.2203229079061755,4.823674696612127
322,2.2201474737339733,4.824240146019243
323,2.219972354529908,4.824805007451777
324,2.219797549437923,4.825369282365592
325,2.219623057605335,4.825932972211099
326,2.219448878182817,4.826496078433293
327,2.219275010324381,4.827058602471774
328,2.21910145318736,4.827620545760776
329,2.218928205932391,4.828181909729195
330,2.218755267723399,4.828742695800614
331,2.218582637727577,4.8293029053933285
332,2.218410315115373,4.829862539920377
333,2.2182382990604697,4.830421600789563
334,2.2180665887397706,4.830980089403481
335,2.2178951833333818,4.831538007159545
336,2.217724082024595,4.832095355450012
337,2.2175532839998735,4.832652135662009
338,2.2173827884488326,4.833208349177555
339,2.217212594564227,4.833763997373591
340,2.2170427015419323,4.834319081622001
341,2.2168731085809292,4.83487360328964
342,2.216703814883289,4.835427563738356
343,2.2165348196541568,4.835980964325014
344,2.2163661221017357,4.836533806401524
345,2.216197721437272,4.837086091314864
346,2.216029616875039,4.837637820407101
347,2.215861807632322,4.838188995015419
348,2.2156942929294043,4.8387396164721395
349,2.215527071989549,4.839289686104747
350,2.2153601440389856,4.839839205235914
351,2.2151935083068963,4.84038817518352
352,2.2150271640253996,4.840936597260679
353,2.2148611104295353,4.84148447277576
354,2.2146953467572508,4.842031803032411
355,2.2145298722493854,4.84257858932958
356,2.214364686149657,4.843124832961542
357,2.2141997877046466,4.8436705352179175
358,2.214035176163785,4.844215697383695
359,2.213870850779337,4.8447603207392556
360,2.2137068108063893,4.845304406560394
361,2.213543055502835,4.84584795611834
362,2.213379584129359,4.8463909706797805
363,2.213216395949426,4.846933451506882
364,2.2130534902292665,4.84747539985731
365,2.2128908662378604,4.848016816984255
366,2.2127285232469265,4.848557704136448
367,2.212566460530908,4.849098062558188
368,2.2124046773669575,4.849637893489355
369,2.2122431730349263,4.850177198165439
370,2.212081946817349,4.850715977817558
371,2.2119209979994303,4.851254233672476
372,2.2117603258690335,4.851791966952627
373,2.211599929716666,4.8523291788761345
374,2.2114398088354665,4.852865870656831
375,2.2112799625211927,4.8534020435042775
376,2.211120390072208,4.853937698623788
377,2.210961090789469,4.854472837216445
378,2.2108020639765122,4.855007460479119
379,2.210643308939442,4.855541569604493
380,2.2104848249869185,4.856075165781077
381,2.210326611430144,4.856608250193229
382,2.2101686675828525,4.857140824021179
383,2.2100109927612945,4.857672888441039
384,2.2098535862842272,4.858204444624832
385,2.209696447472902,4.858735493740504
386,2.209539575651051,4.859266036951946
387,2.209382970144878,4.8597960754190135
388,2.209226630283042,4.860325610297543
389,2.2090705553966496,4.860854642739371
390,2.2089147448192414,4.861383173892355
391,2.2087591978867804,4.861911204900389
392,2.20860391393764,4.8624387369034245
393,2.2084488923125933,4.862965771037485
394,2.208294132354801,4.863492308434688
395,2.2081396334098,4.86401835022326
396,2.2079853948254917,4.864543897527556
397,2.207831415952133,4.865068951468076
398,2.2076776961423206,4.865593513161485
399,2.2075242347509842,4.86611758372063
400,2.207371031135373,4.8666411642545535
401,2.2072180846550453,4.8671642558685155
402,2.207065394671858,4.86768685966401
403,2.2069129605499547,4.8682089767387815
404,2.2067607816557553,4.868730608186841
405,2.206608857357946,4.869251755098483
406,2.2064571870274676,4.869772418560306
407,2.206305770037505,4.870292599655224
408,2.206154605763476,4.870812299462489
409,2.2060036935830234,4.871331519057702
410,2.2058530328760013,4.871850259512832
411,2.2057026230244663,4.872368521896233
412,2.2055524634126673,4.872886307272659
413,2.2054025534270343,4.873403616703283
414,2.205252892456169,4.8739204512457075
415,2.2051034798908353,4.874436811953988
416,2.2049543151239464,4.874952699878642
417,2.204805397550558,4.875468116066668
418,2.2046567265678565,4.875983061561564
419,2.20450830157515,4.876497537403336
420,2.2043601219738567,4.877011544628521
421,2.204212187167498,4.877525084270201
422,2.204064496561686,4.878038157358012
423,2.2039170495641147,4.878550764918168
424,2.2037698455845516,4.87906290797347
425,2.203622884034826,4.879574587543325
426,2.203476164328821,4.88008580464376
427,2.2033296858824634,4.880596560287436
428,2.2031834481137147,4.881106855483663
429,2.203037450442561,4.881616691238418
430,2.202891692291005,4.882126068554353
431,2.202746173083055,4.882634988430818
432,2.2026008922447162,4.883143451863868
433,2.2024558492039827,4.883651459846282
434,2.2023110433908277,4.884159013367579
435,2.202166474237194,4.884666113414026
436,2.202022141176985,4.885172760968657
437,2.2018780436460568,4.885678957011287
438,2.201734181082208,4.886184702518524
439,2.201590552925172,4.886689998463787
440,2.201447158616607,4.887194845817313
441,2.2013039976000885,4.8876992455461785
442,2.2011610693211,4.888203198614309
443,2.2010183732270234,4.888706705982493
444,2.2008759087671326,4.889209768608397
445,2.200733675392583,4.889712387446576
446,2.200591672556403,4.890214563448494
447,2.200449899713488,4.89071629756253
448,2.2003083563205887,4.891217590733992
449,2.200167041836305,4.891718443905136
450,2.2000259557210766,4.892218858015175
451,2.1998850974371753,4.892718834000292
452,2.1997444664486965,4.893218372793654
453,2.1996040622215505,4.893717475325424
454,2.199463884223456,4.894216142522777
455,2.19932393192393,4.894714375309908
456,2.1991842047942813,4.89521217460805
457,2.1990447023076016,4.895709541335481
458,2.1989054239387578,4.896206476407544
459,2.1987663691643844,4.896702980736651
460,2.198627537462875,4.897199055232304
461,2.1984889283143763,4.897694700801099
462,2.198350541200776,4.898189918346747
463,2.198212375605701,4.89868470877008
464,2.198074431014505,4.899179072969065
465,2.1979367069142626,4.899673011838815
466,2.197799202793762,4.900166526271607
467,2.197661918143497,4.900659617156887
468,2.197524852455659,4.901152285381283
469,2.197388005224131,4.901644531828621
470,2.1972513759444783,4.902136357379935
471,2.1971149641139425,4.902627762913476
472,2.196978769231433,4.903118749304728
473,2.196842790797521,4.903609317426415
474,2.196707028314431,4.9040994681485195
475,2.196571481286035,4.904589202338285
476,2.1964361492178432,4.905078520860236
477,2.1963010316169984,4.905567424576185
478,2.196166127992269,4.906055914345243
479,2.196031437854041,4.906543991023834
480,2.195896960714311,4.907031655465703
481,2.1957626960866805,4.907518908521932
482,2.195628643486347,4.908005751040945
483,2.195494802430099,4.908492183868524
484,2.195361172436307,4.908978207847817
485,2.195227753024919,4.909463823819349
486,2.1950945437174516,4.9099490326210375
487,2.1949615440369845,4.910433835088197
488,2.1948287535081534,4.910918232053554
489,2.194696171657143,4.911402224347255
490,2.1945637980116808,4.91188581279688
491,2.19443163210103,4.912368998227452
492,2.194299673455983,4.912851781461444
493,2.1941679216088557,4.913334163318797
494,2.194036376093479,4.913816144616923
495,2.193905036445195,4.91429772617072
496,2.1937739022008476,4.914778908792582
497,2.193642972898778,4.9152596932924055
498,2.1935122480788185,4.9157400804776055
499,2.1933817272822846,4.916220071153121
500,2.19325141005197,4.916699666121427
501,2.1931212959321402,4.917178866182545
502,2.1929913844685247,4.917657672134052
503,2.1928616752083125,4.91813608477109
504,2.192732167700146,4.91861410488638
505,2.1926028614941138,4.919091733270226
506,2.1924737561417444,4.919568970710528
507,2.192344851196001,4.920045817992793
508,2.1922161462112757,4.92052227590014
509,2.1920876407433822,4.920998345213317
510,2.1919593343495505,4.921474026710702
511,2.1918312265884214,4.92194932116832
512,2.1917033170200395,4.92242422935985
513,2.191575605205848,4.922898752056631
514,2.1914480907086826,4.923372890027678
515,2.191320773092766,4.923846644039685
516,2.191193651923702,4.924320014857039
517,2.1910667267684687,4.9247930032418274
518,2.190939997195414,4.925265609953847
519,2.19081346277425,4.9257378357506125
520,2.190687123076046,4.926209681387369
521,2.1905609776732233,4.9266811476170975
522,2.190435026139551,4.927152235190525
523,2.190309268050138,4.927622944856135
524,2.19018370298143,4.928093277360174
525,2.190058330511202,4.928563233446663
526,2.1899331502185526,4.929032813857405
527,2.1898081616839002,4.929502019331992
528,2.1896833644889764,4.929970850607819
529,2.1895587582168208,4.930439308420086
530,2.1894343424517753,4.930907393501813
531,2.1893101167794797,4.931375106583845
532,2.189186080786865,4.931842448394861
533,2.189062234062149,4.932309419661385
534,2.1889385761948312,4.93277602110779
535,2.188815106775686,4.93324225345631
536,2.1886918253967593,4.933708117427049
537,2.1885687316513622,4.934173613737986
538,2.1884458251340666,4.934638743104987
539,2.188323105440699,4.93510350624181
540,2.1882005721683355,4.935567903860117
541,2.1880782249152984,4.936031936669479
542,2.1879560632811486,4.9364956053773845
543,2.187834086866683,4.936958910689251
544,2.1877122952739265,4.937421853308429
545,2.1875906881061304,4.937884433936213
546,2.1874692649677647,4.9383466532718465
547,2.187348025464515,4.938808512012534
548,2.1872269692032758,4.939270010853444
549,2.187106095792147,4.939731150487723
550,2.1869854048404287,4.940191931606498
551,2.186864895958616,4.940652354898888
552,2.1867445687583946,4.941112421052009
553,2.1866244228526353,4.941572130750983
554,2.18650445785539,4.942031484678948
555,2.186384673381886,4.9424904835170596
556,2.1862650690485235,4.942949127944506
557,2.1861456444728673,4.943407418638511
558,2.1860263992736453,4.943865356274343
559,2.185907333070742,4.944322941525322
560,2.1857884454851946,4.944780175062828
561,2.1856697361391886,4.945237057556307
562,2.1855512046560523,4.94569358967328
563,2.185432850660253,4.94614977207935
564,2.185314673777392,4.946605605438209
565,2.1851966736342012,4.947061090411644
566,2.1850788498585367,4.947516227659549
567,2.1849612020793754,4.947971017839926
568,2.1848437299268104,4.948425461608896
569,2.184726433032047,4.948879559620708
570,2.1846093110273976,4.949333312527739
571,2.184492363546278,4.9497867209805095
572,2.184375590223202,4.950239785627686
573,2.184258990693778,4.950692507116088
574,2.184142564594704,4.951144886090696
575,2.184026311563764,4.95159692319466
576,2.183910231239823,4.952048619069302
577,2.183794323262823,4.952499974354129
578,2.1836785872737794,4.952950989686836
579,2.1835630229147758,4.953401665703311
580,2.1834476298289602,4.953852003037646
581,2.183332407660541,4.954302002322144
582,2.1832173560547816,4.954751664187321
583,2.183102474657999,4.955200989261917
584,2.1829877631175565,4.955649978172902
585,2.1828732210818615,4.956098631545481
586,2.1827588482003617,4.956546950003101
587,2.182644644123539,4.956994934167461
588,2.1825306085029084,4.957442584658512
589,2.1824167409910102,4.957889902094472
590,2.18230304124141,4.958336887091823
591,2.1821895089086922,4.958783540265325
592,2.1820761436484566,4.959229862228021
593,2.181962945117315,4.959675853591239
594,2.181849912972886,4.960121514964604
595,2.1817370468737924,4.960566846956042
596,2.181624346479657,4.9610118501717855
597,2.1815118114510983,4.96145652521638
598,2.181399441449727,4.961900872692691
599,2.1812872361381412,4.962344893201913
600,2.181175195179925,4.962788587343569
601,2.1810633182396426,4.963231955715523
602,2.1809516049828344,4.963674998913983
603,2.1808400550760143,4.964117717533506
604,2.1807286681866653,4.9645601121670095
605,2.180617443983237,4.965002183405771
606,2.1805063821351403,4.965443931839437
607,2.180395482312744,4.965885358056032
608,2.180284744187371,4.966326462641959
609,2.1801741674312973,4.966767246182008
610,2.180063751717744,4.967207709259363
611,2.179953496720877,4.967647852455606
612,2.179843402115802,4.968087676350724
613,2.179733467578561,4.968527181523114
614,2.1796236927861288,4.968966368549591
615,2.17951407741641,4.96940523800539
616,2.1794046211482345,4.969843790464175
617,2.179295323661355,4.970282026498044
618,2.179186184636442,4.970719946677533
619,2.1790772037550834,4.971157551571625
620,2.178968380699777,4.971594841747752
621,2.1788597151539295,4.9720318177718035
622,2.178751206801853,4.97246848020813
623,2.1786428553287607,4.9729048296195515
624,2.178534660420764,4.973340866567359
625,2.178426621764869,4.973776591611322
626,2.1783187390489736,4.974212005309696
627,2.1782110119618636,4.974647108219226
628,2.178103440193209,4.97508190089515
629,2.1779960234335616,4.975516383891208
630,2.177888761374351,4.975950557759648
631,2.1777816537078816,4.9763844230512255
632,2.1776747001273296,4.976817980315215
633,2.177567900326739,4.977251230099413
634,2.1774612540010194,4.977684172950142
635,2.177354760845941,4.97811680941226
636,2.1772484205581337,4.978549140029159
637,2.1771422328350822,4.978981165342778
638,2.177036197375123,4.979412885893601
639,2.1769303138774423,4.979844302220669
640,2.1768245820420713,4.980275414861579
641,2.176719001569885,4.980706224352493
642,2.1766135721625965,4.981136731228142
643,2.1765082935227564,4.9815669360218315
644,2.1764031653537477,4.981996839265446
645,2.1762981873597846,4.982426441489454
646,2.1761933592459077,4.982855743222913
647,2.1760886807179824,4.983284744993477
648,2.1759841514826945,4.983713447327396
649,2.175879771247548,4.984141850749527
650,2.1757755397208625,4.984569955783335
651,2.1756714566117683,4.984997762950899
652,2.1755675216302057,4.985425272772917
653,2.175463734486921,4.985852485768713
654,2.1753600948934637,4.986279402456237
655,2.175256602562183,4.986706023352074
656,2.175153257206225,4.987132348971448
657,2.175050058539531,4.987558379828225
658,2.1749470062768337,4.9879841164349195
659,2.1748441001336527,4.9884095593027
660,2.174741339826295,4.988834708941391
661,2.17463872507185,4.989259565859479
662,2.174536255588186,4.989684130564119
663,2.174433931093949,4.990108403561137
664,2.1743317513085594,4.990532385355034
665,2.1742297159522086,4.9909560764489935
666,2.174127824745857,4.991379477344884
667,2.17402607741123,4.991802588543264
668,2.1739244736708168,4.992225410543385
669,2.173823013247867,4.992647943843202
670,2.173721695866387,4.9930701889393685
671,2.173620521251139,4.99349214632725
672,2.1735194891276355,4.993913816500922
673,2.1734185992221398,4.994335199953181
674,2.1733178512616615,4.99475629717554
675,2.1732172449739537,4.995177108658242
676,2.1731167800875113,4.99559763489026
677,2.1730164563315673,4.996017876359301
678,2.172916273436091,4.996437833551811
679,2.1728162311317845,4.9968575069529795
680,2.1727163291500813,4.997276897046745
681,2.1726165672231423,4.997696004315797
682,2.172516945083854,4.998114829241583
683,2.172417462465826,4.998533372304311
684,2.172318119103387,4.998951633982953
685,2.1722189147315847,4.999369614755251
686,2.1721198490861817,4.999787315097721
687,2.1720209219036524,5.000204735485656
688,2.171922132921182,5.00062187639313
689,2.171823481876663,5.001038738293007
690,2.171724968508692,5.001455321656937
691,2.1716265925565694,5.001871626955365
692,2.1715283537602947,5.002287654657539
693,2.1714302518605653,5.002703405231503
694,2.171332286598773,5.003118879144113
695,2.1712344577170035,5.003534076861032
696,2.1711367649580304,5.003948998846742
697,2.171039208065317,5.004363645564539
698,2.1709417867830108,5.0047780174765455
699,2.1708445008559423,5.00519211504371
700,2.1707473500296226,5.00560593872581
701,2.1706503340502405,5.006019488981461
702,2.1705534526646604,5.006432766268114
703,2.17045670562042,5.006845771042066
704,2.1703600926657285,5.007258503758457
705,2.1702636135494626,5.007670964871281
706,2.170167268021166,5.008083154833383
707,2.170071055831045,5.008495074096468
708,2.169974976729969,5.008906723111105
709,2.169879030469466,5.009318102326724
710,2.16978321680172,5.009729212191631
711,2.16968753547957,5.010140053152998
712,2.169591986256509,5.010550625656881
713,2.1694965688866774,5.010960930148214
714,2.169401283124865,5.011370967070817
715,2.169306128726507,5.0117807368673954
716,2.169211105447681,5.01219023997955
717,2.1691162130451067,5.012599476847778
718,2.169021451276142,5.013008447911474
719,2.1689268198987817,5.013417153608938
720,2.168832318671654,5.013825594377374
721,2.1687379473540207,5.0142337706529
722,2.168643705705773,5.014641682870546
723,2.168549593487429,5.015049331464262
724,2.168455610460134,5.015456716866916
725,2.1683617563856554,5.015863839510305
726,2.1682680310263835,5.016270699825152
727,2.1681744341453264,5.016677298241112
728,2.16808096550611,5.017083635186777
729,2.1679876248729744,5.017489711089678
730,2.167894412010773,5.0178955263762886
731,2.1678013266849705,5.0183010814720275
732,2.167708368661639,5.018706376801265
733,2.167615537707458,5.019111412787322
734,2.1675228335897114,5.01951618985248
735,2.1674302560762846,5.019920708417976
736,2.1673378049356646,5.0203249689040135
737,2.167245479936936,5.020728971729762
738,2.1671532808497793,5.0211327173133595
739,2.1670612074444704,5.0215362060719215
740,2.166969259491876,5.021939438421537
741,2.1668774367634533,5.022342414777277
742,2.1667857390312486,5.022745135553195
743,2.1666941660678933,5.023147601162333
744,2.166602717646603,5.023549812016722
745,2.166511393541176,5.023951768527389
746,2.1664201935259904,5.024353471104353
747,2.1663291173760024,5.024754920156639
748,2.166238164866745,5.025156116092271
749,2.1661473357743253,5.025557059318282
750,2.1660566298754222,5.025957750240714
